Time ( s )	Y (  )
1.4850	287.663
1.4860	287.663
1.4870	287.663
1.4880	287.663
1.4890	287.663
1.4900	287.663
1.4910	287.663
1.4920	287.663
1.4930	287.663
1.4940	287.663
1.4950	287.663
1.4960	287.663
1.4970	287.663
1.4980	287.663
1.4990	287.663
1.5000	287.663
1.5010	287.862
1.5020	287.862
1.5030	287.862
1.5040	287.862
1.5050	287.862
1.5060	287.862
1.5070	287.862
1.5080	287.862
1.5090	287.862
1.5100	287.862
1.5110	287.862
1.5120	287.862
1.5130	287.862
1.5140	287.862
1.5150	287.862
1.5160	287.862
1.5170	287.862
1.5180	287.862
1.5190	287.862
1.5200	287.862
1.5210	287.862
1.5220	287.862
1.5230	287.862
1.5240	287.862
1.5250	287.862
1.5260	287.862
1.5270	287.862
1.5280	287.862
1.5290	288.061
1.5300	288.061
1.5310	288.061
1.5320	288.061
1.5330	288.061
1.5340	288.061
1.5350	288.061
1.5360	288.061
1.5370	288.061
1.5380	288.061
1.5390	288.260
1.5400	288.260
1.5410	288.260
1.5420	288.260
1.5430	288.260
1.5440	288.260
1.5450	288.260
