Time ( s )	Y (  )
1.4650	105.472
1.4660	105.472
1.4670	105.472
1.4680	105.472
1.4690	105.472
1.4700	105.472
1.4710	105.472
1.4720	105.472
1.4730	105.472
1.4740	105.472
1.4750	105.472
1.4760	105.472
1.4770	105.472
1.4780	104.984
1.4790	105.472
1.4800	105.472
1.4810	105.472
1.4820	105.472
1.4830	105.472
1.4840	105.472
1.4850	105.472
1.4860	105.472
1.4870	105.472
1.4880	105.472
1.4890	105.472
1.4900	105.472
1.4910	105.472
1.4920	105.472
1.4930	105.472
1.4940	105.472
1.4950	105.472
1.4960	105.472
1.4970	105.472
1.4980	105.472
1.4990	105.472
1.5000	105.472
1.5010	105.472
1.5020	105.472
1.5030	105.472
1.5040	105.472
1.5050	105.472
1.5060	105.472
1.5070	105.472
1.5080	105.472
1.5090	105.472
1.5100	105.472
1.5110	105.472
1.5120	105.472
1.5130	105.472
1.5140	105.472
1.5150	105.472
1.5160	105.472
1.5170	105.472
1.5180	105.472
1.5190	105.472
1.5200	105.472
1.5210	105.472
1.5220	105.472
1.5230	105.472
1.5240	105.472
1.5250	105.472
1.5260	105.472
1.5270	105.472
1.5280	105.472
1.5290	105.472
1.5300	105.472
1.5310	105.472
1.5320	105.472
1.5330	105.472
1.5340	105.472
1.5350	105.472
1.5360	105.472
1.5370	105.472
1.5380	105.472
1.5390	105.472
1.5400	105.472
1.5410	105.472
1.5420	105.472
1.5430	105.472
1.5440	105.472
